gvkey,company_name,fic,gsector,market_cap_usd,in_portfolio,base_ic,base_nd_eb,base_fcf,base_div_cov,base_runway,base_z,stress_ic,stress_nd_eb,stress_fcf,stress_div_cov,stress_runway,stress_z,severe_ic,severe_nd_eb,severe_fcf,severe_div_cov,severe_runway,severe_z,rate_base,rate_stress,rate_severe,overall,_ov_rk
100245,ADVANTEST CORP,JP,45,18054847341.221157,False,79.64126619378102,-0.7418939261257463,158351.97405589148,5.792164089977375,inf,7.20835524094584,22.892275205014805,-1.3248105823674041,89555.79047129923,3.275752239339377,inf,6.419663058791631,7.502883737130042,-2.282750541925373,59066.57406816473,4.321048616859778,inf,5.998429734231998,pass,pass,pass,highly_resilient,1
100581,LOREAL SA,FR,30,209206648162.36798,False,23.74415335543669,0.1983940567478492,6396.9584730640545,inf,inf,3.3607417733603837,6.847789059383062,0.35427510133544504,3247.194744915871,inf,inf,2.8662927525680386,2.0267955838529645,0.6104432515318436,2025.3602537458182,inf,inf,2.602212025553945,pass,pass,marginal,stress_resilient,2
100658,TOKYO ELECTRON LTD,JP,45,5192333277.516743,False,inf,-0.6986923542089537,389870.89999234676,1.6500656012136095,inf,9.205035507731827,inf,-1.2476649182302744,179807.97399571416,0.7610082022537802,8.787946650770762,8.405322063601869,inf,-2.149822628335242,120377.45124751271,1.0189562312508482,inf,7.9782023832142785,pass,marginal,pass,marginal,3
100683,NITTO DENKO CORP,JP,15,7249313970.057,False,1360.1435490989315,-1.6471645018203853,75543.93403250258,1.9859078347135275,inf,9.564469362738365,470.3243311160109,-2.9413651818221167,12973.15055820145,0.34103970973189934,14.495000691795356,9.071688758216354,45.51861940698089,-5.068198467139647,13541.438873063358,0.7119578797614805,66.3210634291426,8.808499117164825,pass,marginal,marginal,marginal,3
100697,SHIN-ETSU CHEMICAL CO LTD,JP,15,7725131477.564131,False,inf,-1.783780731017968,374764.9165049867,1.830586137946634,inf,12.324750639476916,965.2455445749165,-3.1853227339606573,68079.3782427925,0.332542243424281,13.258319110568586,11.796927771967,131.60949788041225,-5.488556095439902,41535.59411412066,0.40577161558117913,29.784399942995403,11.515022376819658,pass,marginal,marginal,marginal,3
100743,BEKAERT SA/NV,BE,15,2172508587.6480002,False,9.4528791633525,0.392067026161599,236.1810809423425,2.4937554080640965,inf,4.922565066322809,2.017129092406608,0.7001196895742839,105.72841032771177,1.1163501919322532,inf,4.553119811054031,-0.2999105295333911,1.2063600804972276,61.11268924168175,1.2905360470848968,inf,4.355802458808205,pass,marginal,fail,marginal,3
100837,UNITED PLANTATIONS BHD,MY,30,4473004320.254399,False,1165.0836723415998,-0.39500615261417504,707.5958390837205,1.404060288202571,inf,13.244777063977581,450.05438219687744,-0.7053681296681695,371.7598948868835,0.73767152988484,3.3682010072153274,12.270872891008041,176.1479721236981,-1.215403546505154,239.6625964522092,0.9511099858410886,36.14541875120667,11.750719525899308,pass,marginal,marginal,marginal,3
100909,RS GROUP PLC,GB,20,3825982148.8078003,False,10.072666344312854,0.9725342545429532,264.48914306133423,2.5213455010613366,inf,5.0939230802835755,3.1925597998304025,1.7366683116838448,162.26542011434717,1.5468581517096964,inf,4.671394347319749,0.7383234774397703,2.9924130909013944,112.00304532657816,2.13542507772313,inf,4.445725592214069,pass,pass,fail,severe_vulnerable,4
101023,KONE OYJ,FI,20,27749038450.437565,False,31.204426865990598,-0.5246245670767699,1081.1941340395151,1.1601355580897308,inf,2.6414723675843788,9.779786023050338,-0.9368295840656603,659.0162150621286,0.7071330858916242,6.224472642782218,2.125189071734027,2.577294578263241,-1.6142294371592916,497.9062185628425,1.068519871802485,inf,1.8494468569048617,pass,marginal,marginal,marginal,3
101241,ROTORK PLC,GB,20,3835498937.16052,False,80.81318051119734,-0.3473262385972357,134.60575930513585,1.962183080249794,inf,8.374689383922881,29.052872505400167,-0.6202254260664922,79.66572521087608,1.1613079476804093,inf,7.691596356785295,11.008872350538116,-1.0686961187607251,54.508621774169164,1.5891726464772353,inf,7.326762580927721,pass,pass,pass,highly_resilient,1
101310,NOVARTIS AG,CH,35,264686459935.1,False,14.421152458873202,1.1163933537507613,14791.875724466445,1.6620085083670162,inf,3.260493741561651,3.880578791445256,1.9935595602692162,7758.690405701211,0.8717629669327203,10.105058309867074,2.691323462819738,0.8558805007331896,3.4350564730792654,4244.749480602127,0.9538762877757588,56.18986998831198,2.3873347912189438,pass,marginal,fail,marginal,3
101340,SGS SA,CH,20,20196222637.8416,False,13.347490622803836,1.733304446247135,925.8069654998185,1.4980695234624894,inf,3.2132565310223393,2.087094405579689,3.095186511155599,433.26690067989824,0.7010791273137512,12.618204363912557,2.657976284823369,0.0556606531677751,5.333244449991185,159.9905183832547,0.5177686679069732,15.64329984044484,2.361406153330737,pass,marginal,fail,marginal,3
101343,SCHINDLER HOLDING AG,CH,20,20965594242.216,False,32.45565516106168,-2.4463451562133156,1054.710947977869,1.632679486033853,inf,4.7812004267076,10.073534620197876,-4.3684734932380636,668.9281308676067,1.035492462643354,inf,4.410415403562408,2.3137971258383216,-7.5272158652717405,513.2823080928074,1.5891093129808278,inf,4.2123824934734975,pass,pass,marginal,stress_resilient,2
101538,COLOPLAST A/S,DK,35,7761782139.999999,False,10.434653761764782,2.3091896551524984,5531.828634527249,1.0670965730183737,inf,3.3550406697439357,3.136904584944289,4.123552955629462,2371.0390353352586,0.45737635712485697,0.3366559336925839,2.780775083522747,0.9600468879779156,7.105198938930763,960.010741628475,0.3703745145171586,0.5802734271333139,2.474065054518249,pass,marginal,fail,marginal,3
